product_id,store_id,featured,product_name,unit,sales,cost_price,sell_price1,sell_price2,sell_price3,stock,stock_min,sold
 BR0694 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Kuas Lukis 5,pcs,null,3000,5000,5000,5000,27,6,0
 BR1213 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Toren Pinguin 500L,bh,null,1033000,1100000,1100000,1100000,100000000,1,0
 BR0642 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Klem pvc pipa listrik 1/3,pcs,null,700,1000,1000,1000,506,10,0
BR1314,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,kunci laci TOT,BH,null,15000,20000,20000,20000,14,5,1
 BR0149 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat avian 192 kecil,klg,null,9892,15000,15000,14000,22,2,0
BR1387,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,al-tex biru,klg,null,55000,65000,65000,60000,18,1,0
 BR0454 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Flok Sok 2 X 1 Aw,pcs,null,11000,13000,13000,12000,26,5,1
 BR0282 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat q luc 1546 4.5kg,kaleng,null,63407,75000,75000,72000,3,3,1
 BR0525 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,hendel pintu sisuka no 1 standar,dus,null,75000,140000,140000,140000,7,5,1
 BR0788 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Mata Bor Piramid 3 Ps Set,set,null,45000,85000,85000,85000,2,1,0
 BR0303 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat vinilex 1275 5kg,kaleng,null,143000,159000,159000,158000,4,3,0
 BR0878 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Paku Beton 5Cm Hitam ,dus,null,26500,35000,35000,35000,100000000,1,0
 BR0153 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat avian 301 1kg,klg,null,71225,78000,78000,76000,6,4,1
 BR0668 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Kran L Sower  Besi,bh,null,24000,39000,39000,39000,4,5,2
 BR0621 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Kicenying 1 BCP 96X43,pcs,null,117000,157000,157000,150000,12,5,1
BR1308,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat envi 929 kecil,klg,null,11500,15000,15000,15000,1,1,0
BR1338,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,pilok GP 986,klg,null,25000,30000,30000,28000,18,3,0
 BR1020 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Selang Fleksibel 30Cm,bh,null,16000,25000,25000,25000,9,3,0
 BR0809 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Mesin Serut Moderen,pc,null,445000,550000,550000,550000,2,1,0
BR1323,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Mata bor beton 8mm joran,pcs,null,15000,21000,21000,19000,10,3,0
 BR0125 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Cakar Ayam 40X40 B10,pcs,null,50000,75000,75000,75000,24,5,3
 BR0438 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Flok Sok 2 1/2 X 1 1/2 D,pcs,null,6224,8000,8000,8000,42,15,0
 BR1074 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Slot 3',pcs,null,8000,12000,12000,12000,14,10,3
 BR0978 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Ring Besi 10X20 6 Ful ,pcs,null,1550,2200,2200,1900,1256,200,0
 BR1082 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Sok 1'' Aw,pcs,null,3100,6000,6000,6000,131,10,2
 BR0058 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat avitek 755 1kg,klg,null,37000,48000,48000,45000,2,2,0
 BR1164 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,tarikan laci bulat,pcs,null,1500,3000,3000,3000,46,5,0
 BR0563 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,tali Ties 20Cm Ecer,pcs,null,400,400,400,400,100000000,1,0
 BR1118 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Spandek Tranfaran 5 M,lmbr,null,565000,675000,675000,625000,3,2,0
 BR0587 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,"Kawat Las 3,2",kg,null,29500,30000,30000,30000,3,2,0
 BR0132 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Cangkul Cap Ayam Bagus Silver,pcs,null,46000,60000,60000,60000,4,3,1
 BR0250 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,plitur propan clear glos 1kg,kaleng,null,70434,78000,78000,75000,14,2,3
 BR1059 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Siku Rak 5X6,psg,null,4583,11000,11000,11000,45,8,0
 BR0320 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat vinilex 914 5kg,kaleng,null,143000,159000,159000,158000,7,3,0
 BR1248 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Zingromat kansai primer 108,kleng,null,80000,85000,85000,85000,2,1,0
 BR0492 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Gergaji Hebel ERDOS STD,pcs,null,27000,45000,45000,45000,23,5,2
 BR0045 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,"Asbes Elephan 2,40",lmbr,null,68900,78000,83000,76000,23,10,2
 BR0760 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Mata Bor  Bulat Kaca 32Mm,pc,null,31500,65000,65000,65000,2,2,0
BR1397,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,saklar gantung fukuta,PCS,null,5000,7000,7000,7000,9,3,0
BR1328,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,pilok GP 9773,klg,null,25000,30000,30000,28000,19,3,0
 BR0169 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat avian 660 1kg,klg,null,71225,78000,78000,78000,12,4,0
 BR0309 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat vinilex 332 5kg,kaleng,null,143000,159000,159000,158000,4,3,0
BR1404,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,papan 3x20 miranti,lmbr,null,58000,145000,145000,130000,11,4,1
 BR0465 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Futklep jantung pvc 1/2 ,pcs,null,10000,15000,15000,15000,44,5,0
 BR0536 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,dempul isamu 1/4 Kg,klg,null,25000,30000,30000,30000,20,5,1
 BR1070 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Slinder No 1 Soligen Bagus,pcs,null,40000,60000,60000,60000,23,5,6
 BR0530 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Holo Plafon 2X4 ,btg,null,8000,12000,13000,11000,338,50,28
 BR0521 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,hendel bodi pelor vpr,dus,null,65000,80000,80000,80000,1,2,0
 BR0081 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,baut 14x40,pcs,null,2300,6000,6000,5500,100,20,0
 BR0056 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat avitek 735 1kg,klg,null,37000,48000,48000,45000,4,2,0
 BR0780 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Mata Bor Beton Tombak 4Mm,pc,null,6650,15000,15000,15000,7,5,0
 BR0932 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Pipa Rucika 11/4 D,btg,null,35300,49000,49000,42000,38,5,3
 BR0318 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat vinilex 912 5kg,kaleng,null,143000,159000,159000,158000,3,3,0
 BR0155 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat avian 309 kecil,klg,null,11500,15000,15000,14000,0,2,2
 BR0177 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat avian bron emas kecil,klg,null,15000,20000,20000,20000,4,2,2
 BR1095 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Sok Drat Dalam Biasa 1'',pcs,null,3630,7000,7000,7000,108,5,0
BR1341,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,pilok GP 936,klg,null,25000,30000,30000,28000,18,3,0
 BR0413 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,"Fiber Gelombang 1,50 O,6",lmbr,null,39150,52500,52500,48000,22,5,3
 BR0503 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Grc Std Shica Board,lmbr,null,41400,53000,55000,50000,124,20,40
 BR0128 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Cakar Ayam 50X50 B8,pcs,null,45000,65000,65000,65000,30,5,0
 BR0695 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Kuas Lukis 6,pcs,null,4000,6000,6000,6000,32,6,0
 BR0039 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,aquaprof 093 4kg,galon,null,206000,220000,220000,220000,10,3,0
 BR0693 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Kuas Lukis 12,pcs,null,6000,8000,8000,8000,31,6,0
 BR0691 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Kuas Biasa 4'',pcs,null,6666,11000,11000,11000,143,12,1
 BR0524 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,hendel pintu bagus soligen no 3,bh,null,80000,125000,125000,125000,3,5,5
 BR1052 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Sikat Kawat Kuningan,pcs,null,4583,9000,9000,9000,40,5,0
 BR0257 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,plitur propan y502 1kg,kaleng,null,70434,75000,75000,73000,7,2,0
 BR0126 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Cakar Ayam 40X40 B8,pcs,null,40000,55000,55000,55000,25,5,6
 BR0118 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Bok Mcb tanam 4,bh,null,70000,70000,70000,70000,3,2,0
 BR0864 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Paku Beton 4cm 11/2 Merabu,dus,null,35000,50000,50000,45000,4,4,1
 BR0185 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat envi 906 kecil,klg,null,11500,15000,15000,14000,3,1,0
 BR0203 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat envi 938 kecil,klg,null,11500,15000,15000,14000,3,1,0
 BR1038 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Semen Putih Karung 40Kg,sak,null,85000,90000,90000,90000,100000002,1,1
 BR0975 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,ring baut 12,pcs,null,200,500,500,500,1000,20,0
 BR0785 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Mata Bor Naci 4Mm,pc,null,18500,30000,30000,30000,14,5,3
BR1411,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,spesial plitur vernis SP2,klg,null,40000,49000,49000,45000,3,0,0
BR1343,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,pilok GP 923,klg,null,25000,30000,30000,28000,6,3,0
BR1345,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,kanebo yaris,pc,null,12500,17000,17000,17000,2,2,3
 BR0130 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Cakar Ayam 60X60 B8,pcs,null,55000,85000,85000,85000,2,5,0
 BR0884 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Paku Rifet 4Mm Ecer,pcs,null,200,250,250,250,99999195,3,635
 BR0026 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,aquaprof 042 1kg,klg,null,54496,59500,59500,59500,17,4,2
BR1444,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,regulator gas star cam,bh,null,95000,120000,120000,120000,6,2,0
 BR0187 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat envi 913 1/2kg,klg,null,38000,48000,48000,48000,3,1,0
 BR0170 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat avian 660 kecil,klg,null,11500,15000,15000,14000,7,2,1
BR1465,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat vinilek 939,galon,null,143000,159000,159000,159000,1,2,0
 BR0161 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat avian 462 1kg,klg,null,71225,78000,78000,76000,21,4,0
 BR0595 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,"keni 1 1/2"" aw",pcs,null,7000,13000,13000,13000,5,2,2
 BR0829 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Oker coklat,pak,null,7000,15000,15000,13000,20,5,1
 BR0898 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Palu Godem Gagang Vfiber 10Lb,pcs,null,160000,210000,210000,210000,3,2,0
 BR0776 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Mata Bor Beton  6Mm,pc,null,7500,18000,18000,18000,8,5,4
 BR0033 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,aquaprof 062 1kg,klg,null,54496,59500,59500,59500,37,4,3
 BR1001 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Saklar 3 OB,pcs,null,22500,25000,25000,25000,15,8,0
 BR0214 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat yoko 38 1kg,klg,null,51225,58000,58000,56000,12,4,0
 BR0765 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,"Mata Bor Besi Biasa 2,5Mm",pc,null,5000,12000,12000,12000,20,5,0
 BR0158 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat avian 330 1kg,klg,null,71225,78000,78000,76000,12,4,0
 BR1054 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Sikatop 2Komponen 4Kg,glon,null,85000,95000,95000,95000,2,2,0
BR1317,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,saringan BCP pvc,pcs,null,7000,9000,9000,7000,32,5,0
 BR1005 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Sambungan Selang ,bh,null,7000,7000,7000,7000,61,5,0
 BR0944 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Pipa Starion 2 D,btg,null,35000,47000,47000,42000,25,5,2
 BR0927 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Pipa Rucika  2 1/2 Aw,btg,null,120000,145000,145000,139000,2,2,0
 BR0657 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Kran Angsa Soligen putih,pcs,null,40000,63000,63000,63000,24,5,0
 BR0208 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat envi 961 kecil,klg,null,15000,20000,20000,20000,5,1,4
 BR1121 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Spandek Pasir 5M,lmbr,null,190000,265000,275000,250000,22,5,5
 BR0197 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat envi 932 kecil,klg,null,11500,15000,15000,14000,4,1,0
 BR0713 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Kunci Pas 12,PCS,null,12000,15000,15000,15000,10,3,0
 BR0605 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Keni 45 Drajat 3'',pcs,null,12688,18000,18000,18000,11,5,0
 BR0484 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Gergaji  Cap Mata,pcs,null,85000,110000,110000,110000,3,3,0
 BR0047 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,"Asbes Elephan 3,00",lmbr,null,89900,97000,102000,96000,53,10,0
BR1453,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,corong talang 8'',bh,null,32000,35000,35000,35000,21,8,0
 BR0493 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Gergaji Lipat Camel,pcs,null,45000,75000,75000,75000,10,5,0
 BR0441 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Flok Sok 3 X 1 1/2 D,pcs,null,7847,9000,9000,9000,28,15,0
BR1359,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Amplas meter 100,meter,null,3700,6000,6000,6000,84.5,20,15.5
 BR1157 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Tang Kenip hamster Lancip 6'',pcs,null,28000,35000,35000,35000,21,5,0
 BR0292 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat q luc 1560 4.5kg,kaleng,null,63368,75000,75000,72000,4,3,0
 BR0273 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat q luc 1523 4.5kg,kaleng,null,63407,75000,75000,72000,4,3,0
 BR0276 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat q luc 1526 4.5kg,kaleng,null,63407,75000,75000,72000,4,3,0
BR1453,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,paku beton 3cm hitam,dus,null,20000,25000,25000,25000,9,5,1
 BR1066 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Silen Odol Kcil,pcs,null,5833,11000,11000,11000,36,8,0
BR1335,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,pilok GP 9178,klg,null,25000,30000,30000,28000,13,3,0
BR1435,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,potong kaca biasa,pcs,null,25000,35000,35000,35000,5,1,0
 BR0560 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,tali Ties 15Cm,pak,null,9000,15000,15000,15000,100000015,1,4
 BR0604 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Keni 45 Drajat 2 1/2'',pcs,null,8935,14000,14000,14000,100000000,5,0
 BR0217 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat yoko 710 1kg,klg,null,51225,58000,58000,56000,15,2,0
 BR0892 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Palu Gagang Kayu Kecil Biasa,pcs,null,11000,15000,15000,15000,21,3,1
 BR0707 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Kunci Inggris Besar 10'',dus,null,55000,75000,75000,75000,8,3,0
 BR1114 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Sower Mandi fleksibel croom Bagus Soligen,pcs,null,85000,130000,130000,130000,8,3,0
 BR0903 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Papan 2X20 Miranti,lmbr,null,58000,90000,90000,80000,25,5,15
BR1471,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat vinilek 979 galon,galon,null,143000,159000,159000,159000,9,2,0
BR1273,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat yoko 784,kaleng,null,46000,58000,58000,58000,9,4,1
 BR0117 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Bok Mcb tempel 2,pcs,null,2000,5000,5000,5000,15,2,0
 BR0310 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat vinilex 420 5kg,kaleng,null,146642,159000,159000,158000,4,3,0
 BR0279 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat q luc 1534 4.5kg,kaleng,null,63368,75000,75000,72000,1,3,3
 BR1168 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,tarikan laci putih,pcs,null,10000,13000,13000,13000,35,5,1
BR1457,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,fiber pager biru,mtr,null,19500,30000,30000,30000,255,20,0
 BR1077 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Slot Tanam  Set,pcs,null,70000,120000,120000,120000,7,5,1
 BR0301 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat vinilex 1119t 5kg,kaleng,null,146642,159000,159000,158000,4,3,0
 BR1075 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Slot 4',pcs,null,15000,17000,17000,17000,34,10,0
BR1356,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat genteng envi 1kg 8R01,klg,null,55000,65000,65000,60000,7,2,0
BR1326,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,pilok GP 9459,klg,null,25000,30000,30000,28000,20,3,0
 BR1170 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,tarikan laci sudi bros,pcs,null,15000,15000,15000,15000,44,5,0
BR1476,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,tes 1,pcs,null,2000,2500,3000,3000,30,2,0
 BR0485 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Gergaji  Hrd,pcs,null,27000,45000,45000,45000,27,3,2
 BR0846 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Pager Brc 60Cm,lmbr,null,80000,110000,110000,95000,8,3,0
 BR0102 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Besi 12 Ful Msi,btg,null,82500,95000,97000,92000,99999971,30,10
 BR0277 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat q luc 1529 4.5kg,kaleng,null,63368,75000,75000,72000,0,3,1
 BR0189 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat envi 920 1/2kg,klg,null,38000,48000,48000,48000,4,1,0
 BR1089 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Sok 4'' D,pcs,null,14000,21000,21000,21000,68,10,0
BR1363,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat genteng envi 4kg 8R04,gln,null,205000,230000,230000,225000,3,2,0
 BR0508 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Gunting Dahan Camel,pcs,null,37500,49000,49000,49000,6,5,0
 BR0486 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Gergaji Besi Biasa,pcs,null,6000,12000,12000,12000,10,3,4
 BR0280 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat q luc 1540 4.5kg,kaleng,null,63368,75000,75000,72000,2,3,2
 BR1072 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Slinder No 2 Soligen Bagus,pcs,null,38000,45000,45000,45000,28,5,0
 BR0698 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Kunci Besi 12 Gepeng Pndek,bh,null,15000,30000,30000,30000,19,3,1
 BR1019 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Selang Benang Tebel 5/8,mtr,null,10800,15000,15000,15000,59,30,10.5
 BR0636 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Klem Pvc 11/2',pcs,null,1500,3000,3000,3000,66,10,0
 BR0759 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Mata Bor  Bulat Kaca 30Mm,pc,null,29500,59000,59000,59000,3,2,0
 BR0505 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Gunting Baja Camel,pcs,null,32500,65000,65000,65000,24,5,0
BR1423,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,"kabel 2x1,5 favorite",mtr,null,5200,9000,9000,9000,238,50,14
 BR0035 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,aquaprof 081 1kg,klg,null,54496,59500,59500,59500,12,4,0
BR1393,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,MCB Schneder Merlin Gerin C10,bh,null,75000,90000,90000,85000,1,1,0
 BR1040 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Semprotan Air Kuningan,pcs,null,17500,30000,30000,30000,9,2,1
 BR0265 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat q luc 1501 4.5kg,kaleng,null,63368,75000,75000,72000,4,3,0
BR1464,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat vinilek 912,galon,null,143000,159000,159000,159000,1,2,0
 BR0786 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Mata Bor Naci 6Mm,pc,null,34000,45000,45000,45000,11,5,1
 BR1043 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Sendok Semen No 3,pcs,null,6000,10000,10000,10000,17,5,6
 BR1178 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Tee 3/4'' Aw,pcs,null,3394,6000,6000,6000,89,10,9
 BR1197 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Terminal Tempel Lobang 2,pcs,null,13000,17000,17000,17000,6,3,5
 BR0810 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Meteran Biasa 3M Karet,pc,null,8500,12000,12000,12000,29,5,0
 BR0968 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Remofer Penglupas Cat 1/2,klg,null,29599,40000,40000,40000,12,3,0
BR1334,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,pilok GP 988,klg,null,25000,30000,30000,28000,13,3,0
 BR0807 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Mesin Bor Makita M0600B,pc,null,385000,470000,470000,470000,2,1,0
 BR0699 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Kunci Besi 13 Gepeng pndek,bh,null,15000,35000,35000,30000,8,3,2
 BR0779 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Mata Bor Beton Tombak 12Mm,pc,null,14250,40000,40000,40000,9,5,0
 BR0840 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,"Otomatis Pompo 1/4""San Ei",pcs,null,27500,45000,45000,45000,2,1,0
 BR0210 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat envi 963 kecil,klg,null,11500,15000,15000,14000,21,1,0
 BR0446 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Flok Sok 1X1/2 AW,pcs,null,4000,5000,5000,4500,52,15,0
 BR0929 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Pipa Rucika 1 1/2 Aw,btg,null,64500,89000,89000,85000,12,5,1
 BR0889 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Palu malvin Gagang  2 Lb ,pcs,null,75000,95000,95000,95000,3,3,0
 BR0054 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat avitek 725 1kg,klg,null,35057,48000,48000,45000,13,2,0
BR1340,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,pilok GP 9457,klg,null,25000,30000,30000,28000,18,3,0
 BR0974 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,ring baut 10,pcs,null,200,500,500,500,99999958,20,10
 BR0958 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Raskam Pvc Tebal Bagus,pcs,null,7083,15000,15000,15000,47,3,1
 BR0914 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Pengeras Cor hypermix/cormen,btl,null,17500,25000,25000,22000,16,5,8
 BR0004 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Air Keras Baigon,btl,null,6250,10000,10000,9000,30,5,6
BR1475,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,kramik 50x50 firara brown,dus,null,50000,65000,65000,65000,100,1,0
 BR0340 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat vinilex 957 5kg,kaleng,null,143000,159000,159000,158000,4,3,0
BR1276,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,no lumut batu alam dop/matt,kaleng,null,99000,105000,105000,105000,7,2,0
